Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
2,4.713860244535957,0.006819301199136395,social,3.8695259450719535,4,0.01
5,1.6139237092345338,0.003684717274880268,social,1.687480629380767,1,0.008928560062894428
7,0.2942672727913847,0.001483101754810614,organic,7.171731070045035,2,0.01
6,1.9869398210752247,0.002303267171713325,referral,2.9924661629200124,0,0.01
6,0.2856965460413616,0.0048049254491378725,organic,4.219468464008543,1,0.01
2,0.4141239741595808,0.0026641087399264618,referral,3.2797725492389875,1,0.009840040614336184
4,0.8217707955761175,0.0012545436221183608,paid,4.612913657593009,1,0.01
9,5.888235000079522,0.0029324909573017473,paid,8.652438902021206,0,0.01
7,7.755342687286447,0.004608732858210607,paid,3.300934783726686,1,0.01
11,5.250546842673495,0.002885054510603321,organic,5.2768128128400615,2,0.01
8,1.2197446716971667,0.006132410977968061,organic,3.0619349856020834,0,0.01
3,0.9542029865321496,0.004013297362846464,organic,1.4256441294342004,1,0.009624936422244483
2,2.38989963442255,0.001894808144101669,referral,4.237897870312852,2,0.01
3,3.838818315655759,0.00189265462107479,social,1.593548073244933,2,0.01
5,0.4232073450418146,0.008449393803434534,organic,0.7278104461411538,4,0.0074920365850518825
5,0.1516449233206013,0.001892291636317873,paid,3.970197239543308,2,0.01
4,3.5560016694394703,0.0016052965071719069,referral,3.15454998708788,4,0.01
3,5.3554084587506505,0.0038612473548671,organic,3.8340733205967767,1,0.01
8,5.619210148332473,0.003589295820700379,organic,3.9109380779702,2,0.01
2,3.403933092165628,0.0004820166890094,organic,4.879187493991548,4,0.01
1,9.238372528003191,0.005263555174915216,organic,5.415281971069926,2,0.01
4,2.146207592864058,0.0015920573884818882,organic,14.33851630786508,5,0.01
5,7.353770371452756,0.0022289670384976353,organic,9.840270639683602,2,0.01
3,5.6350410547428265,0.0005417940231829,referral,2.769737314803667,1,0.01
4,1.1121415028208963,0.002937539594143235,organic,2.8142589453247195,1,0.01
8,0.6552728058899355,0.0026824101766422647,referral,0.3706030514512945,2,0.009073492919062903
2,2.3830162947800466,0.000831142767294545,paid,1.586549520701836,1,0.0062529399081965534
2,1.810000328651607,0.0015809285358717002,direct,3.079790781764523,2,0.01
2,6.305266175252669,0.002490188500275188,organic,4.219020147523022,4,0.01
7,0.3161871190548802,0.002342165415543504,referral,18.23996375799351,2,0.01
6,0.8941673264414414,0.002200510159535976,referral,4.770245175706212,5,0.01
7,4.18054846103158,0.001036292297839558,organic,5.464398172543695,3,0.01
6,0.2994167353798396,0.00496233396048682,direct,1.380698486793157,4,0.01
7,1.1603617541895956,0.005398582919283599,paid,2.25388062686357,1,0.01
6,1.4689316184688963,0.001151879431335723,referral,3.096119050330377,1,0.01
4,2.923299626646029,0.0017138231627702798,organic,0.9899936276823876,2,0.01
2,0.5163984409013744,0.001901883878897562,organic,4.6816217034678,1,0.01
3,5.911319979457081,0.003238853886802373,paid,1.962131629101919,3,0.01
4,1.7801348783852746,0.002735038876920478,organic,1.2233165297261226,2,0.01
7,7.4675288829847695,0.005093217486631369,paid,6.3634723300972365,0,0.01
4,1.8926018888608171,0.0013979616367904928,organic,3.1033895265566587,0,0.01
3,0.9649174657281344,0.004854521835042943,referral,4.377897111227182,0,0.01
2,0.4588550970831323,0.0036961868677751,paid,1.24304707030713,2,0.007967557424547288
6,0.0112563754111372,0.001831266779641198,organic,5.900334030844856,2,0.01
3,2.2788706382199604,0.004759607164569466,referral,5.027113599371577,1,0.01
5,0.3400325579558769,0.0031415867943547847,paid,3.714916639818429,3,0.01
9,1.4913982201312304,0.001249713200345534,organic,5.792328941717439,1,0.01
6,2.6694705082287595,0.0039708009393168995,organic,2.2606589736464398,2,0.008687610399453146
6,0.9675904098674976,0.002322428524572279,organic,2.6504010685917785,1,0.01
9,0.5779313974360883,0.006457106694868895,organic,2.5728844533515853,2,0.01
4,4.471255226016584,0.0014718122068317011,direct,0.7919360899622273,2,0.01
9,8.80059288553245,0.002898801421887009,paid,2.997510010313455,1,0.01
2,0.3175499658303944,0.001671402525916281,organic,3.4937756517619354,2,0.01
10,0.5073525135162468,0.002354840228585739,organic,2.134253607453947,0,0.01
9,0.1155496554534393,0.001100238844017761,paid,3.276242705373073,1,0.01
1,0.0139659066271273,0.003133613570187845,paid,5.755733747613868,4,0.01
6,6.206541319901083,0.002563381237756467,organic,9.081799797021272,1,0.01
8,1.1015838796582622,0.0030680859921207683,social,2.2705261958393845,5,0.01
6,8.370491992142888,0.002964079056711756,organic,7.478524876377625,0,0.01
2,1.143540954398527,0.0038157367953861585,paid,6.619431041505792,3,0.01
3,3.186606655219403,0.00068599468370799,referral,1.1218573860138978,3,0.01
5,0.2502510344556304,0.00045909718802065997,paid,6.971477091571966,2,0.01
3,0.8325212864557237,0.002831866242706098,social,1.1263977197236308,1,0.008744843267502496
3,4.457407393190684,0.001311917349714964,referral,3.7901010927703633,0,0.01
5,2.2566912899066884,0.001727127120638288,paid,7.826826066796699,5,0.01
6,7.891978664572248,0.003998181506527994,paid,0.4243939424485501,0,0.01
5,1.679792406433677,0.00227532182911388,direct,5.162229294657114,0,0.01
3,6.116335587742476,0.003909923542014915,referral,1.2486325879613145,1,0.01
5,1.7878187921382305,0.005042881717594425,direct,9.227409198604729,2,0.01
6,1.1975696904893145,0.0016177789168944489,direct,2.3981329274077803,1,0.009088357026361085
5,6.512662490682253,0.001351135552621585,organic,8.233772652219175,2,0.01
6,5.643963817427391,0.0023675500359878,direct,4.468721981755516,3,0.01
2,0.7097519011818283,0.00164526487976559,organic,5.685964728757378,1,0.01
4,2.936816329533221,0.0025304279493077193,direct,2.644228965632059,1,0.01
7,0.2263772114878869,0.0054575335927352355,paid,6.688997323275894,1,0.01
6,5.436695792351719,0.001036711961214268,organic,10.679449414627271,2,0.01
5,0.5754647995443896,0.0025665080034543417,social,1.4213801693060428,1,0.01
4,0.2203412992879926,0.004494711140356089,organic,2.5218802882446263,2,0.01
3,1.5335725490526284,0.003171730094227865,organic,4.474073839817083,2,0.01
3,2.580597142110548,0.001876220487689337,organic,3.058990147789545,4,0.01
7,5.7913470027108005,0.0019411155245459642,referral,4.3985189793959245,1,0.01
6,1.7367380342262182,0.00199953157956209,organic,3.072196813946721,3,0.01
6,0.1870529002937989,0.002190782166390574,paid,2.179539054299033,3,0.01
7,4.1482887603234415,0.0027095287403753336,organic,3.784863276164753,3,0.01
8,2.498422852206063,0.003043091873047309,referral,1.0710391996741937,0,0.01
6,1.78203123907626,0.000552136922775337,organic,1.9879835143919349,0,0.01
3,1.1100139392391175,0.0021624185958007518,organic,2.725889501821931,2,0.01
7,2.0938673371432466,0.000510522902438839,organic,3.551557937110545,2,0.01
5,1.240550529563596,0.0011393632634739779,paid,8.767249214248691,0,0.01
5,4.244228025902186,0.002112439156594694,social,0.6689786983316508,1,0.01
7,2.3550881247292024,0.003306023200701377,paid,3.6438179525181646,0,0.01
4,6.28300224093805,0.0028599354649519832,organic,5.672679926459652,1,0.01
9,2.352788346448182,0.000562264496988952,paid,2.9341606232289847,1,0.01
4,0.8164594712035298,0.004772944870437045,social,2.252288264698725,0,0.01
5,5.713277467576045,0.001987990771428499,organic,3.2758003650227674,1,0.01
2,2.4440402679092195,0.0033461541790433817,organic,2.296890371421974,2,0.01
6,0.6951948633680447,0.001463059665156274,organic,1.4920045781034217,5,0.01
3,2.930573926598889,0.003152610306849136,referral,1.8151687334964832,0,0.01
6,1.3281776894388035,0.005123492200305838,paid,1.8443252983349196,0,0.009325454594296814
2,5.58150820981024,0.0027806737885992462,paid,14.264802931707855,3,0.01
3,1.8115637850745652,0.001575111953787996,organic,4.103969067239065,6,0.01
5,3.8887178019998303,0.001425346737889799,organic,3.141011092559457,2,0.01
3,0.3012390165065718,0.0022847273239065312,direct,1.5561284920660086,1,0.01
4,1.5126641709219673,0.002769074232965213,organic,9.791441185977844,1,0.01
6,4.957980378612432,0.001765612628140704,paid,5.9369222268790125,2,0.01
3,0.5228487487656157,0.005280604060827005,organic,8.897551137734014,2,0.01
3,0.9762101765975316,0.001945413159564688,paid,2.3102080586045988,1,0.01
4,1.2006080766715876,0.000313796656053493,direct,9.049868247078232,0,0.01
5,3.1526013866520888,0.0013945957206559078,paid,4.376876322838118,2,0.01
4,4.244016809963814,0.002462714108251806,social,7.275034714239368,5,0.01
2,4.153207760655973,0.00177797786867308,organic,3.5498083436792056,4,0.01
6,2.139278678872115,0.003994584897869793,paid,2.353521169793928,1,0.01
6,4.995177537594125,0.00394311397066615,social,5.883734969007183,3,0.01
8,1.7238430529144333,0.00021722598336025402,direct,1.346004106652498,2,0.01
1,0.3967585690575952,0.002549449489445414,paid,5.419541377159844,2,0.01
6,2.493380843270661,0.001152029675283075,referral,0.2070173819999189,3,0.01
2,9.128558726358031,0.0010406166189156631,organic,0.8465403052133496,1,0.01
5,4.725017449757027,0.005935636271771893,organic,1.740479856108795,6,0.01
2,2.5932349420926637,0.001560048092597932,organic,3.016579317195472,5,0.01
6,3.1222105088525813,0.00113945984927015,organic,6.081979543064046,2,0.01
4,8.001964200709786,0.0032204164753477397,organic,1.9347063956718211,3,0.01
3,1.6776472746574818,0.0048083390985930756,organic,4.80342949711786,2,0.01
5,1.2076816166111808,0.000944746737795822,direct,3.1162333816392547,0,0.01
3,5.973042440378119,0.002942400230616854,paid,1.5864544419609712,1,0.01
4,1.170445161584612,0.006315198751416799,direct,2.6644997979833374,3,0.01
8,1.8696356051504632,0.003035135654312956,organic,8.023780429273895,2,0.01
4,1.6088309835866306,0.005656975822865379,paid,1.436848945773108,2,0.008248027988594052
10,0.4843667628025118,0.006420299221182524,referral,5.274311468214218,4,0.01
5,1.554116888462007,0.0037677058223639644,referral,8.505160283446262,2,0.01
10,6.246233022988854,0.001845266137726085,organic,1.756233586722795,0,0.01
3,0.6297796990361515,0.00419572940660775,organic,1.909935826166936,7,0.01
4,2.381361968440681,0.001415866582536039,organic,1.0462371417866865,1,0.009933829120236503
7,0.0727593867895229,0.001268491719144591,direct,5.003371014447885,1,0.01
5,4.334574492637506,0.004509169341674394,referral,3.831937970323239,4,0.01
10,2.609036660175747,0.0016768021529751129,referral,1.5235067144705878,3,0.01
4,2.94720813850993,0.003112703131543445,paid,3.3429796629206106,2,0.01
2,0.1593191771324265,0.003907657741344331,organic,13.33602859214232,1,0.01
3,0.7111126201871178,0.0017311582360475949,referral,6.910315317448445,1,0.01
5,0.2317152652333174,0.0009949405575423451,paid,7.983271935667626,2,0.01
8,1.022887032626958,0.00036005996836174103,organic,1.864586258447049,1,0.01
4,2.9620635504001505,0.001391470264482049,referral,1.6280821415885804,3,0.01
3,2.50541811606814,0.006510126073390347,organic,0.6631754076734568,2,0.01
8,2.841408456324744,0.001410292205916578,organic,4.301892387599437,0,0.01
6,2.390535712457777,0.000446765805604612,social,2.7264653522163536,2,0.01
8,0.9566052334221544,0.0055824077070592525,referral,8.402272183592608,2,0.01
3,0.8411562630123677,0.0011620493645829461,referral,8.00141814012807,3,0.01
3,0.4422292455054428,0.003865551419436774,paid,4.917496225172536,1,0.01
5,5.672834767733094,0.000499072955712928,organic,1.1614552158159206,5,0.01
11,2.8750855072237718,0.003423308861589597,referral,1.073812166124006,2,0.01
7,0.6192686688140001,0.0052810576112671545,referral,0.3418879631244524,1,0.007999291728638828
4,0.585160563444853,0.001213137223728496,paid,1.5592342612719785,2,0.01
3,6.191545676399855,0.001024993495472728,direct,1.1604732458097509,2,0.01
8,4.072897557993839,0.0031506405032759232,direct,5.168079937562848,2,0.01
8,3.2311314280910715,0.002100626037915715,paid,2.5959626888128904,1,0.01
3,1.566995235775559,0.003909156062663104,social,2.170248239269463,1,0.01
3,0.9113350325882902,0.00494703788398346,paid,3.1206829555284994,2,0.01
2,4.787190508255374,0.0052528115637150204,organic,2.0144284719955654,4,0.01
7,1.077659781000376,0.004428309521790087,paid,2.683800534902148,1,0.01
5,5.643047000571059,0.0010512262050395111,direct,5.538817410331922,1,0.01
5,4.268028043371605,0.002424827303379748,social,6.247581499411092,2,0.01
6,1.0575389217977509,0.000973185836292199,social,1.1413305623170695,0,0.009374711791343643
1,1.6682685224988238,0.0038419957484672417,organic,2.918301478090645,3,0.00962735154389598
10,0.6172131666621097,0.003380427433829219,organic,9.02713663574228,4,0.01
2,0.3531511132789967,0.0024237833015593197,organic,9.169156548892058,2,0.01
5,3.8486371631331178,0.00182125074157103,organic,8.427336656713786,2,0.01
4,0.933924377207235,0.001711627629939095,paid,4.560344050865341,4,0.01
5,5.145384876577549,0.001530022847906599,organic,2.7945433678232816,0,0.01
5,0.2391426801592959,0.001152187396218051,paid,1.3888333918159894,1,0.00780597526666629
6,1.9218641510242984,0.001992603268792707,organic,3.167497505343782,1,0.01
1,4.859412762982256,0.0012563409856478369,organic,5.672978403241965,0,0.01
3,4.666993364299804,0.00643345940905428,social,4.863526557780136,2,0.01
2,4.28131354626783,0.0013982261281501728,organic,1.0779548449324623,4,0.01
5,1.2877135707889624,0.002375315347132163,organic,2.2856222453496517,2,0.01
4,1.8146027305974264,0.0016592812734868589,social,8.674680381854143,2,0.01
7,2.711370254719584,0.0038002262920167063,direct,2.900913518275145,0,0.01
2,1.1904703840051498,0.006100167193357181,organic,2.3952315420596384,1,0.009898097205334999
6,7.6974608307628944,0.0030832696436359657,organic,0.6335612354936426,3,0.01
7,0.9414905959050052,0.002549393409409261,direct,3.961049126689503,6,0.01
7,3.3283859847771597,0.00680795586549518,paid,3.0015409448462744,0,0.009493444529468969
5,1.8681303472749788,0.002731639355439437,organic,3.579698961687669,1,0.01
7,2.8510198597129595,0.001315872246094115,organic,1.499107639222952,1,0.01
6,0.9545523746875292,0.006286607942050515,organic,3.43792007386585,2,0.01
5,0.9613342979757178,0.004588573656075864,referral,1.550935479408058,3,0.01
6,0.361607047616913,0.003389642337541753,organic,4.9339539935263135,0,0.008751636270102439
5,0.3632852982230596,0.000853233282770757,direct,20.021284702121196,5,0.01
4,1.2816221392386788,0.000978009096728387,organic,1.8951288058964384,0,0.01
7,4.31725657737778,0.0034301556529297613,referral,8.746138671996468,6,0.01
1,2.809259669552969,0.003892643710156325,organic,3.169156083464636,0,0.01
8,0.3247091420924522,0.003108637051359995,paid,3.5457834476314027,2,0.01
4,5.736427276013574,0.005527228671460921,organic,2.892015115286917,4,0.01
5,2.759146973153312,0.002736000464618834,social,1.85343980425388,3,0.01
7,3.327674414920913,0.006711778201678625,organic,10.7554423572601,3,0.01
2,0.5777516133551177,0.001602307567617102,social,1.4982226823240417,3,0.008384061506480025
5,1.9261268769137327,0.003332258195397585,paid,6.633625657224974,2,0.01
10,3.136616198688543,0.003615541889687104,direct,2.4964111243821043,3,0.01
7,0.086015513376933,0.00291312499070624,direct,0.5176054153485553,1,0.008324669016654877
7,0.045067618736137,0.0032903048489536517,direct,3.408635542222352,1,0.01
10,0.4157282893703822,0.002628500652268041,organic,13.6396207133488,2,0.01
1,0.8697113560694196,0.001189075840344555,organic,5.900910890463071,0,0.01
5,1.6839846584127491,0.0015784128682273199,direct,0.2091273117236033,3,0.01
3,2.0050152778587917,0.001432225687517516,paid,5.504601130822633,1,0.01
8,0.4455961132849674,0.001740292708464749,organic,2.699797957578128,4,0.01
7,3.3569799458981446,0.001630024233988521,social,1.2032786095739565,2,0.01
3,2.7200465888968486,0.00792654782300532,organic,2.402637130695961,4,0.01
1,1.0463928643346656,0.002532169877307543,referral,1.2661068756105869,1,0.01
5,0.0412621141609092,0.0013391676304528898,social,0.572741948016439,0,0.005288026272314336
3,0.2424847733099056,0.0016724342136072079,social,1.7224247819645155,1,0.005082267595513817
6,1.4912355270611637,0.000505770275101235,organic,2.050625649994679,3,0.01
3,0.5016168061932867,0.002556974717157588,paid,1.9983848921649832,2,0.01
4,1.418757736089952,0.00281449718907375,paid,2.353450729729418,3,0.01
5,2.968057252697767,0.006950088505414232,paid,1.881070384888407,2,0.01
8,2.3771622427607606,0.002317748659246802,organic,3.28039221398827,0,0.01
7,0.7886791569892964,0.0034585840924392032,paid,8.616289796604448,2,0.01
5,1.2639718021447668,0.0018141239483412792,paid,0.6443024482467679,1,0.009276540174373444
4,2.8559962133409798,0.003870961806567247,paid,4.357585117604365,1,0.01
6,5.916716776932096,0.004412483191773937,social,4.323490699123865,2,0.01
8,4.197694321121431,0.000600680903820185,paid,1.2959749286438935,2,0.01
4,2.418275998979576,7.868090852084e-05,organic,7.360139156641023,0,0.01
3,1.3496290383984006,0.00478026951617414,referral,0.6737269460457774,3,0.01
2,1.3626331061532173,0.00356761141881269,social,5.528478251981256,1,0.01
3,6.346258618565298,0.000828116952165478,organic,3.578504027202264,2,0.01
9,0.1201030894765719,0.00413105125304971,referral,1.2352518849683551,2,0.01
4,3.2752861135754707,0.003171507761772657,organic,0.627118184646287,1,0.01
7,3.428987783768388,0.0021073012961714947,direct,7.593991677779683,2,0.01
8,0.1162157405849668,0.0049786708342418875,direct,1.9020361462143696,4,0.01
4,2.7906310470964977,0.004141401718994155,paid,2.7076557572958677,2,0.01
4,1.9894725596116456,0.00163581829753037,referral,1.1740126599679372,5,0.01
8,0.3354066799781401,0.004241024626419138,social,2.0421306198909805,3,0.01
5,0.9768663827936476,0.004205382086412505,direct,6.108036618171878,2,0.01
5,6.630413099722312,0.004501294149905204,paid,4.202479922222964,2,0.01
6,2.395445862087,0.0047604704784596,paid,10.212445965826412,2,0.01
7,1.6003211375588928,0.003518386634201246,paid,1.372679456414687,5,0.01
2,0.2263766946779754,0.00040495972157859205,organic,2.4132965049727115,2,0.01
1,3.756565438361616,0.005684506782564405,paid,4.4364315220947885,0,0.01
7,3.640562964453111,0.0032621531237697248,social,4.452984315118637,7,0.01
5,2.8560926619917124,0.002330848381636334,social,2.5830044179238016,4,0.01
4,2.141658132836479,0.001690279321959008,social,1.0455124060644612,1,0.009049883868380945
4,1.7063410754418775,0.005584382072557583,organic,7.8120386673524544,5,0.01
3,2.698825174813135,0.003423243578315025,paid,1.3753270295435924,0,0.01
8,0.7973525790276021,0.007897954524203986,organic,1.9587796024920832,3,0.009584077962455358
7,8.503855265207113,0.0011557410824802631,organic,2.5981605733954,0,0.01
1,2.6659867812206945,0.00018612442258509598,direct,4.128671031215687,4,0.01
2,1.1183800699221211,0.003025193210081061,paid,1.2392937576940082,2,0.01
4,1.7917652424125063,0.003734644158357922,social,2.5266281006513283,4,0.009524661376797517
6,4.914820916621904,0.00476520170802151,organic,5.837243410093609,0,0.01
4,0.5288373660127729,0.002306098125686888,paid,9.159373150232025,1,0.01
6,1.039476420159915,0.00227726906073212,referral,1.6918660958390186,1,0.009777055185520295
8,3.413694104622141,0.002694819932233236,organic,0.5945064071281135,1,0.009803973780151925
7,1.1371525977235957,0.0016831657681479239,organic,4.346906969897895,2,0.01
5,4.7178961341020855,0.003942218201727996,organic,0.7730914996292921,4,0.01
2,0.4193503585814174,0.002399353318578692,referral,3.940186225597631,4,0.01
1,4.315115515490753,0.0056764664139159204,direct,2.7771651880204224,0,0.009516115942886568
7,0.2123997359101888,0.001178688310749891,social,2.617454852588546,2,0.01
4,0.0380177147540636,0.001884143223003916,direct,1.3062444718778896,3,0.01
1,6.854928694028068,0.002423930738548468,social,10.415478713359365,1,0.01
6,2.612082821709275,0.001977054117297867,social,2.29736273327666,0,0.01
5,1.3007924525356167,0.003991071996283847,paid,5.4183352986655855,0,0.01
8,0.7942203378416719,0.002230009000415244,paid,3.4732597505860707,0,0.01
5,2.878266354689556,0.001595669171111713,paid,4.891406795724057,2,0.01
4,2.133946794957514,0.003237829434214287,social,8.436773910455928,1,0.01
4,3.0237756964867666,0.004323097180632175,direct,2.0966722416344936,1,0.008220336027959583
8,1.7548727445768897,0.006499020408633883,organic,8.334458771398063,4,0.01
5,2.0267527617104864,0.0008416072675895609,direct,5.725969782734843,1,0.01
5,3.441634589131911,0.003980451286011596,referral,2.8547589558852726,1,0.01
5,0.3213346242116008,0.0009209786964496621,organic,2.512742805657928,1,0.01
2,1.1940629853416391,0.000972013033547812,referral,2.1785131183144717,1,0.009613116643201764
3,0.2347676981617313,0.001380818617379149,social,4.313047965562814,3,0.01
4,0.2285728740136331,0.00026546465263405,organic,8.050592304664873,2,0.01
9,0.653868245692027,0.002053597983098856,social,4.563618803865816,2,0.01
0,1.992240767285944,0.003578891239130183,social,3.3002278479839298,3,0.01
5,4.608204397084502,0.000915690807016938,organic,5.059560528500014,2,0.01
5,1.9936552130032767,0.005104783476273279,organic,1.8901736859749996,1,0.01
5,1.226055608682887,0.001220641527575968,organic,9.069597697291144,3,0.01
5,0.2578274501185031,0.000233225172478192,organic,9.055312571814758,0,0.01
4,2.397493890409041,0.000847151448424812,organic,3.1454911050839227,4,0.01
9,0.9493501387524472,0.000918830498435731,referral,1.7468187728501294,3,0.01
6,2.863022978575449,0.004571642385226133,organic,1.746603374858811,3,0.01
6,0.3540350203627704,0.002328119383234242,organic,4.064775167197726,2,0.01
6,0.7152490116647354,0.0032987714838768538,paid,0.505146668064754,4,0.01
6,1.9222024071474388,0.0047101929398034705,referral,2.766064941586296,3,0.01
2,4.432727049808145,0.002859854496154639,paid,2.338076626417194,0,0.01
5,6.85509595729328,0.004603882163410085,organic,1.5660160302604174,1,0.01
3,1.218112633897147,0.001332415153910693,social,3.832732638162167,0,0.01
3,0.3255391592723407,0.002774105507166076,organic,5.038873368344376,2,0.01
6,0.1632827277166131,0.0025314572474448636,paid,1.0692235398906549,2,0.007642583997937071
6,5.8055587367515065,0.001226547772633516,social,3.923794410259726,2,0.01
4,7.862792385881892,0.0042312940708228745,organic,8.053915465849688,0,0.01
5,0.2848624094879357,0.001909410187474101,paid,4.039796443679012,1,0.009087413417105849
5,0.3611768756871473,0.001682224883725448,paid,1.7155526356151485,0,0.007984590215370213
7,0.1012107025223856,0.003393338997816287,direct,0.2573396805434981,2,0.009871748479133016
5,0.3311445080376064,0.001830555255406189,organic,1.4280343275595828,5,0.01
3,0.7049645818617328,0.00036751594557175496,organic,2.568988402461288,1,0.01
7,3.306598143954675,0.001621005788360801,organic,3.0438957881737942,3,0.01
5,4.522716333048679,0.0028500484987591303,referral,2.530810378784813,1,0.01
7,4.49019527630489,0.002022527709202408,referral,1.1150489202186695,1,0.01
8,2.2976294629472607,0.002316862286750964,social,4.678400742483303,1,0.01
7,4.790882888610091,0.001689284474640936,social,5.452857023652823,2,0.01
5,2.717592328471457,0.003959023583160074,direct,9.591394006408995,3,0.01
8,1.133022086781241,0.000451967673148841,paid,2.636885612239579,2,0.01
4,2.470520143820889,0.001146951749061965,direct,0.9987828253714808,2,0.01
6,2.287546992891484,0.001789982336708916,organic,1.1950857686085898,3,0.01
8,5.202505360829703,0.00294336279134576,referral,7.352477027751577,2,0.01
3,1.5882040956302657,0.0027428660571662887,social,2.8200985438957917,4,0.01
8,4.324034790745252,0.00239181100334326,paid,6.479232666397556,1,0.01
4,0.31529166442879,0.00437149309468624,social,1.8193720529076576,3,0.01
7,4.4994828074261655,0.003895054876639024,direct,8.413692091491745,4,0.01
2,1.3928611776043625,0.004378737950188581,referral,2.046124359713936,2,0.005970299989585351
10,0.1205608476429188,0.001053320829502978,social,6.033490865264901,3,0.01
6,1.3541164910032564,0.0012387447855458141,organic,3.343995627802558,2,0.01
4,2.8297739361641376,0.003327155099114803,organic,3.644371364626043,2,0.01
5,0.3809449564370082,0.000756701280870172,direct,2.617799748495261,3,0.01
6,7.73242766844715,0.0012996466816351652,referral,8.339263499883572,3,0.01
4,0.2425644551753139,0.001819848038923347,paid,1.5861142681922045,4,0.01
5,7.978068117472511,0.001605017394723543,organic,6.762421623744959,2,0.01
6,3.684156373896203,0.004655185845686506,organic,1.3203828104529791,1,0.01
3,1.2001442097300272,0.003130536717065901,organic,0.4874033291173127,3,0.01
7,1.486581471580776,0.001177197561595477,paid,4.575833141950898,1,0.01
7,4.0505743335805615,0.006028718362754756,organic,2.986751160793556,1,0.01
8,2.7599257909058035,0.003131514333338351,organic,3.2248411019415157,1,0.01
4,3.3409608259540917,0.0009997551852699682,paid,0.823106748207624,3,0.01
7,1.4787833327200446,0.001273974769321576,paid,2.988936200368541,2,0.01
3,2.007199280810417,0.004761432006069411,organic,1.905431033921105,1,0.01
4,0.7221010866961798,0.002560002050130479,direct,5.069309677208232,0,0.01
0,1.6231132787393037,0.001707050036644442,paid,3.401470318260149,2,0.009961858611890738
1,1.0351844442060296,0.0043435954320514844,social,6.1680150503490445,1,0.009801899118138098
1,4.345933169893995,0.000453771826578182,direct,2.4527599664186748,2,0.009983690677983392
7,4.331930921913569,0.000965525400283701,organic,3.526393150122966,2,0.01
5,1.0378216965189395,0.001456748598529645,organic,2.386727731353479,1,0.01
5,0.2546818971172525,0.001029448396414821,paid,1.9803684206045544,5,0.01
8,0.0344955964123625,0.0032411813614099923,paid,4.024737292298453,0,0.01
3,1.672968427409413,0.0046007828265695275,paid,6.141878722408714,4,0.01
5,1.5846152989114612,0.006031652644817828,organic,3.1345557494421143,3,0.01
5,1.9035147002047743,0.0030939664820406137,organic,2.687957087001047,0,0.01
1,0.8888301810330599,0.002489124285740233,direct,1.9343962563521704,5,0.01
7,6.655543736682467,0.003086545534403646,organic,2.4096010364359475,2,0.01
2,2.026322303146503,0.004059083928959742,direct,2.04641388300386,0,0.007753365828896167
4,2.7426958219991198,0.002077765614826868,organic,5.136301194274476,1,0.01
6,0.3016785448761561,0.005662792562154779,organic,12.801470146617769,4,0.01
